DecID,HexID,SampleName,Type,Latitude,Longitude,Geohash,MAAT,MAF,pH,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,Reference,Citation No.,DOI,Tag
292,0124,Crampton-Flood 2019 NP-07-13-24,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.185185185,0.304304304,0.013013013,0.014014014,0.002002002,0.003003003,0.029029029,0.02002002,0.123123123,0.05005005,0.019019019,0.016016016,0.066066066,0.107107107,0.048048048,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0124.unpc6m9bq.11
293,0125,Crampton-Flood 2019 NP-07-13-25,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.192577733,0.310932798,0.01003009,0.012036108,0.002006018,0.002006018,0.028084253,0.026078235,0.117352056,0.049147442,0.017051153,0.015045135,0.06218656,0.108324975,0.047141424,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0125.unpc6m9bq.11
294,0126,Crampton-Flood 2019 NP-07-13-26,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.2002002,0.298298298,0.009009009,0.011011011,0.002002002,0.002002002,0.031031031,0.027027027,0.111111111,0.052052052,0.017017017,0.015015015,0.069069069,0.108108108,0.047047047,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0126.unpc6m9bq.11
295,0127,Crampton-Flood 2019 NP-07-13-40,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.138,0.245,0.009,0.012,0.003,0.003,0.038,0.03,0.141,0.076,0.02,0.019,0.067,0.139,0.06,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0127.unpc6m9bq.11
296,0128,Crampton-Flood 2019 NP-07-13-41,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.143712575,0.29241517,0.008982036,0.011976048,0.001996008,0.002994012,0.028942116,0.023952096,0.138722555,0.060878244,0.018962076,0.018962076,0.063872255,0.128742515,0.05489022,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0128.unpc6m9bq.11
297,0129,Crampton-Flood 2019 NP-07-13-42,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.137,0.258,0.009,0.013,0.002,0.003,0.035,0.021,0.138,0.07,0.017,0.019,0.082,0.138,0.058,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0129.unpc6m9bq.11
298,012A,Crampton-Flood 2019 NP-07-13-44,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.125874126,0.235764236,0.007992008,0.011988012,0.001998002,0.002997003,0.033966034,0.022977023,0.135864136,0.075924076,0.017982018,0.023976024,0.077922078,0.157842158,0.066933067,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012A.unpc6m9bq.11
299,012B,Crampton-Flood 2019 NP-07-13-46,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.168831169,0.268731269,0.00999001,0.010989011,0.001998002,0.002997003,0.028971029,0.020979021,0.117882118,0.058941059,0.015984016,0.018981019,0.077922078,0.137862138,0.058941059,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012B.unpc6m9bq.11
300,012C,Crampton-Flood 2019 NP-07-13-47,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.148,0.229,0.012,0.013,0.001,0.002,0.035,0.025,0.135,0.072,0.018,0.023,0.083,0.145,0.059,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012C.unpc6m9bq.11
301,012D,Crampton-Flood 2019 NP-07-13-48,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.150849151,0.308691309,0.008991009,0.012987013,0.002997003,0.002997003,0.02997003,0.018981019,0.134865135,0.052947053,0.01998002,0.016983017,0.064935065,0.11988012,0.053946054,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012D.unpc6m9bq.11
302,012E,Crampton-Flood 2019 NP-07-13-49,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.161161161,0.3003003,0.01001001,0.012012012,0.002002002,0.003003003,0.029029029,0.019019019,0.132132132,0.053053053,0.018018018,0.016016016,0.068068068,0.123123123,0.053053053,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012E.unpc6m9bq.11
303,012F,Crampton-Flood 2019 NP-07-13-50,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.16,0.274,0.011,0.013,0.002,0.002,0.031,0.019,0.14,0.055,0.019,0.019,0.068,0.129,0.058,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,012F.unpc6m9bq.11
304,0130,Crampton-Flood 2019 NP-07-13-51,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.14985015,0.296703297,0.00999001,0.010989011,0.001998002,0.001998002,0.02997003,0.01998002,0.132867133,0.056943057,0.017982018,0.018981019,0.067932068,0.126873127,0.056943057,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0130.unpc6m9bq.11
305,0131,Crampton-Flood 2019 NP-07-13-52,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.11011011,0.168168168,0.01001001,0.012012012,0.001001001,0.005005005,0.042042042,0.023023023,0.141141141,0.056056056,0.018018018,0.023023023,0.147147147,0.169169169,0.074074074,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0131.unpc6m9bq.11
306,0132,Crampton-Flood 2019 NP-07-13-53,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.134,0.242,0.01,0.013,0.002,0.003,0.03,0.021,0.14,0.068,0.019,0.021,0.08,0.153,0.064,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0132.unpc6m9bq.11
307,0133,Crampton-Flood 2019 NP-07-13-55,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.142142142,0.224224224,0.013013013,0.01001001,0.002002002,0.002002002,0.042042042,0.02002002,0.158158158,0.06006006,0.02002002,0.02002002,0.08008008,0.143143143,0.063063063,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0133.unpc6m9bq.11
308,0134,Crampton-Flood 2019 NP-07-13-60,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.156530409,0.16550349,0.011964108,0.011964108,0.002991027,0.002991027,0.04885344,0.027916251,0.172482552,0.064805583,0.019940179,0.014955135,0.083748754,0.151545364,0.063808574,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0134.unpc6m9bq.11
309,0135,Crampton-Flood 2019 NP-07-13-61,Marine,79,11,unpc6m9bq,NA,NA,NA,0.332667333,0.20979021,0.016983017,0.006993007,0.003996004,0.003996004,0.05994006,0.064935065,0.070929071,0.044955045,0.010989011,0.006993007,0.07992008,0.062937063,0.023976024,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0135.unpc6m9bq.11
310,0136,Crampton-Flood 2019 NP-07-13-64,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.132,0.244,0.011,0.013,0.003,0.003,0.029,0.018,0.145,0.06,0.02,0.023,0.084,0.15,0.065,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0136.unpc6m9bq.11
311,0137,Crampton-Flood 2019 NP08-16-10,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.131868132,0.214785215,0.012987013,0.017982018,0.002997003,0.002997003,0.047952048,0.032967033,0.141858142,0.060939061,0.018981019,0.017982018,0.105894106,0.132867133,0.056943057,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0137.unpc6m9bq.11
312,0138,Crampton-Flood 2019 NP08-16-11,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.101694915,0.177467597,0.012961117,0.016949153,0.002991027,0.003988036,0.047856431,0.034895314,0.181455633,0.066799601,0.021934197,0.023928215,0.094715852,0.148554337,0.063808574,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0138.unpc6m9bq.11
313,0139,Crampton-Flood 2019 NP08-16-13,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.108,0.154,0.012,0.015,0.002,0.004,0.06,0.036,0.169,0.071,0.018,0.022,0.117,0.147,0.065,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0139.unpc6m9bq.11
314,013A,Crampton-Flood 2019 NP08-16-14,Marine,79,11,unpc6m9bq,NA,NA,NA,0.146853147,0.093906094,0.00999001,0.010989011,0.002997003,0.003996004,0.157842158,0.034965035,0.115884116,0.038961039,0.014985015,0.011988012,0.203796204,0.106893107,0.045954046,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013A.unpc6m9bq.11
315,013B,Crampton-Flood 2019 NP08-16-15,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.157,0.127,0.014,0.013,0.004,0.007,0.054,0.04,0.159,0.07,0.017,0.022,0.121,0.135,0.06,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013B.unpc6m9bq.11
316,013C,Crampton-Flood 2019 NP08-16-16,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.154154154,0.116116116,0.013013013,0.015015015,0.003003003,0.005005005,0.065065065,0.043043043,0.137137137,0.091091091,0.017017017,0.026026026,0.119119119,0.137137137,0.058058058,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013C.unpc6m9bq.11
317,013D,Crampton-Flood 2019 NP08-16-17,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.102,0.149,0.012,0.022,0.003,0.006,0.052,0.042,0.165,0.089,0.017,0.022,0.098,0.154,0.067,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013D.unpc6m9bq.11
318,013E,Crampton-Flood 2019 NP08-16-24,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.12012012,0.26026026,0.014014014,0.023023023,0.003003003,0.005005005,0.035035035,0.035035035,0.155155155,0.056056056,0.022022022,0.018018018,0.09009009,0.117117117,0.046046046,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013E.unpc6m9bq.11
319,013F,Crampton-Flood 2019 NP08-16-30,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.138,0.237,0.013,0.019,0.003,0.004,0.04,0.039,0.149,0.054,0.021,0.017,0.093,0.123,0.05,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,013F.unpc6m9bq.11
320,0140,Crampton-Flood 2019 NP08-16-31,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.13,0.232,0.012,0.019,0.003,0.004,0.039,0.036,0.143,0.066,0.02,0.02,0.094,0.129,0.053,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0140.unpc6m9bq.11
321,0141,Crampton-Flood 2019 NP08-16-32,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.128256513,0.241482966,0.013026052,0.019038076,0.003006012,0.004008016,0.036072144,0.037074148,0.149298597,0.06012024,0.022044088,0.017034068,0.096192385,0.124248497,0.049098196,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0141.unpc6m9bq.11
322,0142,Crampton-Flood 2019 NP08-16-33,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.135864136,0.22977023,0.011988012,0.018981019,0.001998002,0.003996004,0.035964036,0.037962038,0.140859141,0.061938062,0.020979021,0.01998002,0.097902098,0.128871129,0.052947053,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0142.unpc6m9bq.11
323,0143,Crampton-Flood 2019 NP08-16-34,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.116766467,0.235528942,0.01497006,0.01996008,0.002994012,0.003992016,0.038922156,0.035928144,0.153692615,0.061876248,0.021956088,0.017964072,0.097804391,0.126746507,0.050898204,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0143.unpc6m9bq.11
324,0144,Crampton-Flood 2019 NP08-16-35,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.126252505,0.224448898,0.014028056,0.017034068,0.003006012,0.004008016,0.038076152,0.04008016,0.157314629,0.059118236,0.022044088,0.018036072,0.098196393,0.127254509,0.051102204,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0144.unpc6m9bq.11
325,0145,Crampton-Flood 2019 NP08-16-36,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.105894106,0.23976024,0.015984016,0.018981019,0.003996004,0.004995005,0.03996004,0.038961039,0.172827173,0.054945055,0.025974026,0.015984016,0.093906094,0.120879121,0.046953047,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0145.unpc6m9bq.11
326,0146,Crampton-Flood 2019 NP08-16-37,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.085,0.194,0.011,0.017,0.003,0.004,0.045,0.041,0.164,0.079,0.021,0.022,0.091,0.157,0.066,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0146.unpc6m9bq.11
327,0147,Crampton-Flood 2019 NP08-16-38,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.097902098,0.21978022,0.012987013,0.017982018,0.001998002,0.003996004,0.03996004,0.03996004,0.15984016,0.073926074,0.020979021,0.021978022,0.086913087,0.141858142,0.05994006,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0147.unpc6m9bq.11
328,0148,Crampton-Flood 2019 NP08-16-39,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.10667996,0.149551346,0.013958126,0.016949153,0.003988036,0.004985045,0.053838485,0.045862413,0.179461615,0.072781655,0.019940179,0.019940179,0.095712861,0.1555334,0.060817547,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0148.unpc6m9bq.11
329,0149,Crampton-Flood 2019 NP08-16-40,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.097097097,0.183183183,0.011011011,0.017017017,0.003003003,0.004004004,0.043043043,0.042042042,0.156156156,0.091091091,0.019019019,0.023023023,0.092092092,0.156156156,0.062062062,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0149.unpc6m9bq.11
330,014A,Crampton-Flood 2019 NP08-16-41,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.104,0.223,0.011,0.025,0.002,0.005,0.044,0.041,0.153,0.073,0.018,0.02,0.085,0.138,0.058,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014A.unpc6m9bq.11
331,014B,Crampton-Flood 2019 NP08-16-42,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.093093093,0.185185185,0.01001001,0.016016016,0.002002002,0.003003003,0.039039039,0.037037037,0.153153153,0.072072072,0.021021021,0.022022022,0.114114114,0.164164164,0.068068068,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014B.unpc6m9bq.11
332,014C,Crampton-Flood 2019 NP08-16-44,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.091,0.213,0.01,0.017,0.003,0.004,0.041,0.037,0.154,0.077,0.021,0.023,0.092,0.151,0.066,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014C.unpc6m9bq.11
333,014D,Crampton-Flood 2019 NP08-16-45,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.11,0.227,0.013,0.02,0.003,0.004,0.038,0.037,0.156,0.07,0.021,0.02,0.091,0.135,0.055,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014D.unpc6m9bq.11
334,014E,Crampton-Flood 2019 NP08-16-46,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.097097097,0.207207207,0.012012012,0.018018018,0.003003003,0.004004004,0.041041041,0.038038038,0.171171171,0.069069069,0.02002002,0.019019019,0.098098098,0.146146146,0.056056056,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014E.unpc6m9bq.11
335,014F,Crampton-Flood 2019 NP08-16-48,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.099198397,0.184368737,0.011022044,0.01503006,0.002004008,0.003006012,0.04509018,0.03507014,0.164328657,0.071142285,0.02004008,0.021042084,0.114228457,0.152304609,0.062124248,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,014F.unpc6m9bq.11
336,0150,Crampton-Flood 2019 NP08-16-49,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.084084084,0.172172172,0.012012012,0.02002002,0.004004004,0.005005005,0.04004004,0.037037037,0.185185185,0.078078078,0.02002002,0.02002002,0.101101101,0.157157157,0.064064064,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0150.unpc6m9bq.11
337,0151,Crampton-Flood 2019 NP08-16-50,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.087174349,0.183366733,0.01002004,0.017034068,0.002004008,0.004008016,0.041082164,0.038076152,0.151302605,0.091182365,0.019038076,0.028056112,0.094188377,0.166332665,0.067134269,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0151.unpc6m9bq.11
338,0152,Crampton-Flood 2019 NP08-16-59,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.08008008,0.165165165,0.01001001,0.017017017,0.002002002,0.004004004,0.04004004,0.035035035,0.168168168,0.083083083,0.019019019,0.026026026,0.108108108,0.173173173,0.069069069,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0152.unpc6m9bq.11
339,0153,Crampton-Flood 2019 NP08-16-62,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.09009009,0.173173173,0.011011011,0.019019019,0.003003003,0.005005005,0.049049049,0.04004004,0.167167167,0.08008008,0.02002002,0.025025025,0.1001001,0.156156156,0.061061061,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0153.unpc6m9bq.11
340,0154,Crampton-Flood 2019 NP08-16-63,Marine,79,11,unpc6m9bq,NA,NA,8.1,0.167167167,0.172172172,0.018018018,0.016016016,0.005005005,0.005005005,0.063063063,0.072072072,0.167167167,0.049049049,0.016016016,0.01001001,0.093093093,0.105105105,0.041041041,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0154.unpc6m9bq.11
341,0155,Crampton-Flood 2019 NP08-16-64,Marine,79,11,unpc6m9bq,NA,NA,NA,0.208625878,0.170511535,0.018054162,0.012036108,0.005015045,0.005015045,0.080240722,0.096288867,0.11334002,0.054162487,0.012036108,0.009027081,0.105315948,0.080240722,0.030090271,Dearing Crampton-Flood et al. (2019),11,10.1016/j.orggeochem.2019.103907,0155.unpc6m9bq.11
342,0156,Dearing Crampton-Flood 2020 China-19,Soil,18.9,109.5,w7mge8xkq,23.41,23.41246377,NA,0,0,0,0,0,0,0.03960396,0.00990099,0,0,0,0,0.920792079,0.01980198,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0156.w7mge8xkq.12
343,0157,Dearing Crampton-Flood 2020 China-20,Soil,18.77,110.33,w7q6y8gz5,24.67,24.66855072,NA,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0.89,0.02,0.01,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0157.w7q6y8gz5.12
344,0158,Dearing Crampton-Flood 2020 China-23,Soil,28.22,116.92,wt50s9693,18.02,18.01818841,NA,0.009803922,0.009803922,0,0,0,0,0.058823529,0.039215686,0.009803922,0,0,0,0.843137255,0.019607843,0.009803922,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0158.wt50s9693.12
345,0159,Dearing Crampton-Flood 2020 China-25,Soil,28.48,116.27,wt4djb9hp,18.06,18.05942029,NA,0.00990099,0.00990099,0,0,0,0,0.079207921,0.079207921,0.00990099,0.00990099,0,0,0.722772277,0.069306931,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0159.wt4djb9hp.12
346,015A,Dearing Crampton-Flood 2020 China-27,Soil,27.09,117.75,wsgdp7wft,17.5,17.49724638,NA,0.01010101,0,0,0,0,0,0.111111111,0.02020202,0,0,0,0,0.838383838,0.02020202,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015A.wsgdp7wft.12
347,015B,Dearing Crampton-Flood 2020 China-31,Soil,24.38,114.28,ws368w0pv,19.87,19.86623188,NA,0.01,0.01,0,0,0,0,0.05,0.04,0.01,0.01,0,0,0.66,0.18,0.03,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015B.ws368w0pv.12
348,015C,Dearing Crampton-Flood 2020 China-32,Soil,23.65,113.65,ws0yd1m7h,20.83,20.82630435,NA,0.01,0.01,0,0,0,0,0.05,0.01,0,0,0,0,0.89,0.02,0.01,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015C.ws0yd1m7h.12
349,015D,Dearing Crampton-Flood 2020 China-4,Soil,28.2,113.83,wt0bqm8kz,16.48,16.48297101,NA,0.009803922,0.009803922,0,0,0,0,0.078431373,0.049019608,0,0,0,0,0.843137255,0.009803922,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015D.wt0bqm8kz.12
350,015E,Dearing Crampton-Flood 2020 China-49,Soil,26.38,106.43,wkewjf7fw,15.76,15.75644928,NA,0.02,0.03,0.01,0.01,0,0,0.06,0.1,0.03,0.16,0,0.01,0.2,0.31,0.06,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015E.wkewjf7fw.12
351,015F,Dearing Crampton-Flood 2020 China-6,Soil,24.82,110.52,wkqt4yq4y,18.82,18.82398551,NA,0.01,0.01,0,0,0,0,0.07,0.11,0.02,0.02,0,0,0.54,0.18,0.04,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,015F.wkqt4yq4y.12
352,0160,Dearing Crampton-Flood 2020 ChinaP609,Soil,32.43,83.22,tvg0mxwyq,-3.79,6.185434783,NA,0.069306931,0.495049505,0,0,0,0,0.03960396,0.247524752,0.02970297,0.04950495,0,0,0.04950495,0.01980198,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0160.tvg0mxwyq.12
353,0161,Dearing Crampton-Flood 2020 ChinaP622,Soil,31.75,86.8,tvtsx5vv4,-2.45,5.818434783,NA,0.03960396,0.366336634,0,0,0,0,0.02970297,0.297029703,0.03960396,0.138613861,0,0,0.04950495,0.03960396,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0161.tvtsx5vv4.12
354,0162,Dearing Crampton-Flood 2020 ChinaP635,Soil,31.51,89.15,tvx7k8jp1,0.04,6.835217391,NA,0.06,0.22,0,0,0,0,0.05,0.31,0.09,0.14,0,0,0.08,0.05,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0162.tvx7k8jp1.12
355,0163,Dearing Crampton-Flood 2020 ChinaP642,Soil,31.39,90.24,wj84t6qu0,-0.79,5.892318841,NA,0.06,0.24,0.03,0.02,0,0,0.03,0.27,0.12,0.13,0,0,0.06,0.04,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0163.wj84t6qu0.12
356,0164,Dearing Crampton-Flood 2020 ChinaP801,Soil,33.73,92.1,wjcrzu35m,-4.04,4.779130435,NA,0.089108911,0.346534653,0,0,0,0,0.03960396,0.267326733,0.04950495,0.118811881,0,0,0.04950495,0.03960396,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0164.wjcrzu35m.12
357,0165,Dearing Crampton-Flood 2020 ChinaP751,Soil,36.32,100.89,wnrwxgcg7,0.59,7.150559006,NA,0.03,0.41,0,0,0,0,0,0.33,0.02,0.13,0,0,0.06,0.02,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0165.wnrwxgcg7.12
358,0166,Dearing Crampton-Flood 2020 ChinaP782,Soil,36.86,101.02,wnxcdy0t0,1.78,8.302857143,NA,0.04,0.34,0,0,0,0,0.03,0.32,0.06,0.12,0,0,0.05,0.03,0.01,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0166.wnxcdy0t0.12
359,0167,Dearing Crampton-Flood 2020 ChinaP784,Soil,37.14,99.57,wnwg3c0sj,-0.61,6.026459627,NA,0.079207921,0.336633663,0,0,0,0,0.04950495,0.277227723,0.02970297,0.118811881,0,0,0.059405941,0.03960396,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0167.wnwg3c0sj.12
360,0168,Dearing Crampton-Flood 2020 ChinaP810,Soil,31.07,91.69,wj90y2neg,-0.42,6.473913043,NA,0.108910891,0.188118812,0,0,0,0,0.118811881,0.297029703,0.03960396,0.099009901,0,0,0.099009901,0.04950495,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0168.wj90y2neg.12
361,0169,Dearing Crampton-Flood 2020 China41,Soil,43.71,112.92,wxb29t1v4,3.12,14.01552795,NA,0.01010101,0.212121212,0,0,0,0,0,0.505050505,0.02020202,0.070707071,0,0,0.141414141,0.04040404,0,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,0169.wxb29t1v4.12
362,016A,Dearing Crampton-Flood 2020 China50,Soil,45.43,119.72,y8j4kq32y,0.98,11.58534161,NA,0.04950495,0.059405941,0,0,0,0,0.188118812,0.267326733,0.02970297,0.04950495,0,0,0.277227723,0.069306931,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016A.y8j4kq32y.12
363,016B,Dearing Crampton-Flood 2020 China51,Soil,46.38,120.48,y8jxve4z5,-1,10.09093168,NA,0.059405941,0.02970297,0,0,0,0,0.306930693,0.158415842,0.01980198,0.00990099,0,0,0.356435644,0.04950495,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016B.y8jxve4z5.12
364,016C,Dearing Crampton-Flood 2020 China55,Soil,48.49,117.16,y8e7f5369,0.48,12.45018634,NA,0.02970297,0.069306931,0,0,0,0,0.118811881,0.316831683,0.02970297,0.059405941,0,0,0.267326733,0.099009901,0.00990099,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016C.y8e7f5369.12
365,016D,Dearing Crampton-Flood 2020 China61,Soil,49.88,119.99,y8v7f2qh1,-2.4,10.29391304,NA,0.06,0.09,0,0,0,0,0.15,0.26,0.08,0.09,0,0,0.16,0.09,0.02,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016D.y8v7f2qh1.12
366,016E,Dearing Crampton-Flood 2020 China65,Soil,44.48,123.48,wxzv1c76u,5.91,16.43714286,NA,0.01,0.15,0,0,0,0,0.06,0.44,0.02,0.04,0,0,0.21,0.06,0.01,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016E.wxzv1c76u.12
367,016F,Dearing Crampton-Flood 2020 IndiaETH1,Soil,19.09,77.05,tequ974p7,27.26,27.25695652,NA,0,0.02,0,0,0,0,0.03,0.22,0.01,0.08,0,0,0.4,0.22,0.02,Dearing Crampton-Flood et al. (2020),12,10.1016/j.gca.2019.09.043,016F.tequ974p7.12
