DecID,HexID,SampleName,Type,Latitude,Longitude,Geohash,MAAT,MAF,pH,IIIa5,IIIa6,IIIb5,IIIb6,IIIc5,IIIc6,IIa5,IIa6,IIb5,IIb6,IIc5,IIc6,Ia,Ib,Ic,Reference,Citation No.,DOI,Tag
1,0001,Cao_2020 S1,Soil,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.143432021,0.160678356,0.004886462,0.01336591,0,0,0.128197758,0.256395516,0.041391204,0.105921242,0.001437195,0.00258695,0.086662834,0.046996263,0.00804829,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0001.wqzv3ce2u.2
2,0002,Cao_2020 S2,Soil,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.125057471,0.194482759,0.007816092,0.012873563,0,0.003218391,0.094252874,0.277701149,0.04091954,0.095632184,0,0.005057471,0.094712644,0.03954023,0.008735632,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0002.wqzv3ce2u.2
3,0003,Cao_2020 S3,Soil,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.122994652,0.136120564,0,0.004375304,0,0,0.233349538,0.227029655,0.021390374,0.051045211,0,0.001458435,0.156538649,0.039377735,0.006319883,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0003.wqzv3ce2u.2
4,0004,Cao_2020 S4,Soil,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.120265781,0.143521595,0.003654485,0.010631229,0,0,0.164784053,0.268770764,0.028239203,0.084385382,0,0.002325581,0.124252492,0.042857143,0.006312292,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0004.wqzv3ce2u.2
5,0005,Cao_2020 S5,Soil,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.11051574,0.170797053,0.005358339,0.012726055,0,0,0.141326189,0.278633624,0.034829203,0.074346952,0.003348962,0.003348962,0.114534494,0.040187542,0.010046885,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0005.wqzv3ce2u.2
6,0006,Cao_2020 D_avg,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,8.44,0.182183978,0.172733127,0.017084765,0.013224966,0.001901388,0.001225031,0.132877591,0.18677884,0.081522584,0.063331109,0.00578124,0.003641157,0.083604359,0.046072316,0.008037548,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0006.wqzv3ce2u.2
7,0007,Cao_2020 Water-1 m Sept,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.162356416,0.103832708,0.014139353,0.013771208,0.002427191,0.002183188,0.193765785,0.190383984,0.076271743,0.058988884,0.005656312,0.005660593,0.110590602,0.049977883,0.00999415,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0007.wqzv3ce2u.2
8,0008,Cao_2020 Water-3 m Sept,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.155110074,0.132715517,0.013493904,0.009926224,0.002048961,0,0.173349975,0.20019595,0.082253028,0.061244084,0.007840168,0.00636509,0.106825288,0.039916558,0.008715177,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0008.wqzv3ce2u.2
9,0009,Cao_2020 Water-6 m Sept,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.161883001,0.136846674,0.015377513,0.009380113,0.002508313,0,0.179209296,0.168433549,0.092794823,0.064528963,0.00739729,0.005525097,0.09881137,0.048004732,0.009299268,Cao et al. (2020),2,10.5194/bg-17-2521-2020,0009.wqzv3ce2u.2
10,000A,Cao_2020 Water-1 m Jan,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.170283502,0.142440037,0.014276981,0.010896085,0.002879526,0.002791049,0.169929594,0.190048743,0.083578656,0.058132115,0.007869097,0.004094075,0.096442686,0.037380221,0.008957633,Cao et al. (2020),2,10.5194/bg-17-2521-2020,000A.wqzv3ce2u.2
11,000B,Cao_2020 Water-3 m Jan,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.163236006,0.142281591,0.016839065,0.013515072,0.002395696,0,0.16036463,0.202444994,0.082593867,0.061169538,0.006388524,0.006124738,0.09222278,0.041453331,0.008970168,Cao et al. (2020),2,10.5194/bg-17-2521-2020,000B.wqzv3ce2u.2
12,000C,Cao_2020 Water-6 m Jan,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.158961935,0.131847214,0.015073314,0.010787406,0.001905369,0.00176666,0.187525598,0.196311101,0.076602764,0.063157401,0.006769542,0.004724528,0.095270318,0.0406285,0.008668351,Cao et al. (2020),2,10.5194/bg-17-2521-2020,000C.wqzv3ce2u.2
13,000D,Cao_2020 Water-8 m Jan,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.170650369,0.12712859,0.019063753,0.011946677,0.001959742,0.001959742,0.185577626,0.182058947,0.087185279,0.055982196,0.006594477,0.006251246,0.093744326,0.040773711,0.00912332,Cao et al. (2020),2,10.5194/bg-17-2521-2020,000D.wqzv3ce2u.2
14,000E,Cao_2020 Water-8 m Sept,Lacustrine,38.9,112.23,wqzv3ce2u,4.3,12.1,NA,0.179072635,0.165968057,0.016747475,0.012371072,0.001909032,0,0.169357785,0.18879159,0.075634599,0.052830225,0.005665513,0.004700734,0.085234496,0.035195973,0.006520814,Cao et al. (2020),2,10.5194/bg-17-2521-2020,000E.wqzv3ce2u.2
15,000F,Ceccopieri_2019 A01,Marine,-22.92,-42.01,75fjs5932,NA,NA,NA,0.056694331,0.078392161,0.00419958,0.00389961,0,0,0.072592741,0.066893311,0.076792321,0.061193881,0.00969903,0.03789621,0.215978402,0.184681532,0.131086891,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,000F.75fjs5932.3
16,0010,Ceccopieri_2019 A02,Marine,-22.93,-41.9,75fjw99r5,NA,NA,NA,0.062506251,0.076507651,0.0030003,0.00470047,0.00160016,0.00150015,0.093109311,0.078907891,0.057705771,0.060606061,0.00740074,0.02720272,0.251025103,0.162116212,0.112111211,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0010.75fjw99r5.3
17,0011,Ceccopieri_2019 A04,Marine,-23.14,-41.9,75fhqe3re,NA,NA,8.1,0.0542,0.0892,0.0051,0.0067,0.0006,0.002,0.0799,0.0734,0.0591,0.0813,0.0089,0.0413,0.2079,0.1706,0.1198,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0011.75fhqe3re.3
18,0012,Ceccopieri_2019 A05,Marine,-23.6,-41.36,75f9dzf84,NA,NA,8.1,0.0441,0.0674,0.005,0.0095,0.0027,0.0043,0.048,0.0549,0.0955,0.0823,0.0157,0.0459,0.2066,0.1794,0.1387,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0012.75f9dzf84.3
19,0013,Ceccopieri_2019 A06,Marine,-23.63,-41.33,75f9ed23m,NA,NA,8.1,0.04419558,0.092590741,0.00639936,0.009999,0.00149985,0.00479952,0.052194781,0.062293771,0.067793221,0.114488551,0.01169883,0.066693331,0.192380762,0.163783622,0.109189081,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0013.75f9ed23m.3
20,0014,Ceccopieri_2019 A08,Marine,-23.69,-41.27,75f9hzk5e,NA,NA,NA,0.0404,0.1137,0.0038,0.0093,0.0012,0.004,0.0503,0.0735,0.0453,0.0889,0.0077,0.038,0.3017,0.1328,0.0894,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0014.75f9hzk5e.3
21,0015,Ceccopieri_2019 A09,Marine,-23.75,-41.2,75f8ykrn4,NA,NA,NA,0.0303,0.1705,0.0033,0.0162,0.0006,0.004,0.0463,0.0763,0.0376,0.0839,0.0052,0.0316,0.3065,0.1157,0.072,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0015.75f8ykrn4.3
22,0016,Ceccopieri_2019 A10,Marine,-23.87,-41.08,75fb1nw7n,NA,NA,NA,0.024,0.2352,0.0014,0.0194,0,0.002,0.0369,0.0933,0.0251,0.0667,0.0031,0.0216,0.3124,0.1007,0.0582,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0016.75fb1nw7n.3
23,0017,Ceccopieri_2019 A11,Marine,-24.02,-40.9,75dzm7392,NA,NA,NA,0.02580258,0.355635564,0,0.01660166,0,0,0.02620262,0.095409541,0.01560156,0.04860486,0,0.01880188,0.287028703,0.072807281,0.03750375,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0017.75dzm7392.3
24,0018,Ceccopieri_2019 B01,Marine,-22.7,-41.9,75fnye96g,NA,NA,NA,0.03770377,0.0450045,0.00240024,0.00380038,0.00080008,0.00120012,0.082408241,0.079207921,0.054405441,0.055105511,0.0080008,0.02760276,0.346734673,0.154015402,0.101610161,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0018.75fnye96g.3
25,0019,Ceccopieri_2019 B02,Marine,-22.76,-41.76,75fq98xm3,NA,NA,NA,0.056788642,0.074285143,0.00459908,0.0084983,0,0.00389922,0.082183563,0.080683863,0.056088782,0.068386323,0.00979804,0.032093581,0.227254549,0.171065787,0.124375125,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0019.75fq98xm3.3
26,001A,Ceccopieri_2019 B03,Marine,-23,-41.35,75ft5hcz7,NA,NA,NA,0.048609722,0.079015803,0.00310062,0.00470094,0.00110022,0.00290058,0.070414083,0.076815363,0.072714543,0.082016403,0.015503101,0.043908782,0.206941388,0.169133827,0.123124625,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001A.75ft5hcz7.3
27,001B,Ceccopieri_2019 B04,Marine,-23.17,-41.05,75fu1yh2c,NA,NA,8.1,0.041887434,0.060781765,0.00359892,0.006298111,0.00079976,0.00249925,0.049785064,0.057182845,0.068779366,0.068479456,0.010796761,0.050284915,0.189943017,0.212336299,0.176547036,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001B.75fu1yh2c.3
28,001C,Ceccopieri_2019 B05,Marine,-23.19,-41.01,75fu4f3km,NA,NA,8.1,0.0373,0.0575,0.0033,0.0069,0.0006,0.0035,0.0427,0.0507,0.0743,0.0774,0.0104,0.0466,0.1859,0.2237,0.1792,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001C.75fu4f3km.3
29,001D,Ceccopieri_2019 B06,Marine,-23.17,-40.95,75fuhnj0g,NA,NA,8.1,0.059205921,0.105710571,0.00510051,0.00770077,0.00120012,0.00260026,0.071507151,0.067106711,0.059205921,0.081008101,0.00810081,0.04270427,0.213121312,0.168616862,0.107110711,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001D.75fuhnj0g.3
30,001E,Ceccopieri_2019 B07,Marine,-23.22,-40.96,75fgguvvd,NA,NA,8.1,0.0536,0.0888,0.0037,0.0075,0.0011,0.0034,0.0662,0.0657,0.0522,0.0843,0.0084,0.0421,0.2484,0.1668,0.1078,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001E.75fgguvvd.3
31,001F,Ceccopieri_2019 B08,Marine,-23.23,-40.93,75fgue5em,NA,NA,8.1,0.061393861,0.110388961,0.00369963,0.00809919,0.00109989,0.00309969,0.064693531,0.066993301,0.057594241,0.078492151,0.00809919,0.03979602,0.227977202,0.159384062,0.109189081,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,001F.75fgue5em.3
32,0020,Ceccopieri_2019 B09,Marine,-23.25,-40.9,75fgtr3wb,NA,NA,NA,0.04329567,0.108389161,0.00459954,0.01069893,0.00179982,0.00309969,0.059894011,0.068893111,0.04949505,0.086091391,0.00949905,0.039996,0.268273173,0.151384862,0.094590541,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0020.75fgtr3wb.3
33,0021,Ceccopieri_2019 B10,Marine,-23.31,-40.79,75fgru99k,NA,NA,NA,0.02609739,0.213178682,0,0.01629837,0,0.0039996,0.04509549,0.093190681,0.02759724,0.073492651,0.00409959,0.02139786,0.313868613,0.101789821,0.059894011,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0021.75fgru99k.3
34,0022,Ceccopieri_2019 B11,Marine,-23.42,-40.6,75g4u0ebx,NA,NA,NA,0.01859814,0.324167583,0,0.02319768,0,0.00359964,0.03319668,0.112188781,0.01309869,0.04649535,0,0.01429857,0.305169483,0.068893111,0.03709629,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0022.75g4u0ebx.3
35,0023,Ceccopieri_2019 B12,Marine,-23.76,-40,75g8cf8gu,NA,NA,NA,0.0117,0.4114,0,0.0205,0,0,0.0235,0.1227,0.0086,0.0425,0,0.0124,0.2743,0.0491,0.0233,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0023.75g8cf8gu.3
36,0024,Ceccopieri_2019 G03,Marine,-22.06,-40.17,7h56tbj55,NA,NA,NA,0.0253,0.0494,0.0017,0.0035,0.001,0.0021,0.0481,0.0514,0.0728,0.0663,0.0109,0.0451,0.1822,0.2374,0.2028,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0024.7h56tbj55.3
37,0025,Ceccopieri_2019 G04,Marine,-22.04,-40.08,7h56xgwxs,NA,NA,NA,0.02969703,0.060593941,0.00259974,0.0039996,0.0009999,0.00289971,0.055194481,0.060993901,0.070192981,0.068593141,0.00649935,0.04889511,0.179682032,0.229777022,0.179382062,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0025.7h56xgwxs.3
38,0026,Ceccopieri_2019 G05,Marine,-22.1,-40.05,7h5d28u6p,NA,NA,8.1,0.03230323,0.052305231,0.00280028,0.00410041,0,0.00290029,0.03750375,0.04610461,0.097309731,0.079307931,0.01330133,0.058405841,0.174417442,0.225222522,0.174017402,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0026.7h5d28u6p.3
39,0027,Ceccopieri_2019 G07,Marine,-22.13,-39.9,7h5dh53eq,NA,NA,NA,0.0362,0.0908,0.0028,0.0087,0.0016,0.0044,0.0619,0.0822,0.0428,0.0842,0.0057,0.0312,0.3391,0.1299,0.0785,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0027.7h5dh53eq.3
40,0028,Ceccopieri_2019 G08,Marine,-22.12,-39.87,7h5dhtpt9,NA,NA,NA,0.03180318,0.113411341,0.00350035,0.00970097,0.00140014,0.00310031,0.058005801,0.080708071,0.03490349,0.095809581,0.00650065,0.03690369,0.310831083,0.131113111,0.082308231,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0028.7h5dhtpt9.3
41,0029,Ceccopieri_2019 G09,Marine,-22.12,-39.82,7h5djv5vw,NA,NA,NA,0.0279972,0.160083992,0.00219978,0.01609839,0,0.00369963,0.050794921,0.079792021,0.02879712,0.081891811,0.00459954,0.0269973,0.329967003,0.116488351,0.070592941,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0029.7h5djv5vw.3
42,002A,Ceccopieri_2019 G10,Marine,-22.12,-39.74,7h5dptnjw,NA,NA,NA,0.019998,0.203579642,0.00189981,0.01739826,0,0.00329967,0.04439556,0.094890511,0.02079792,0.060393961,0,0.0169983,0.366663334,0.096190381,0.053494651,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002A.7h5dptnjw.3
43,002B,Ceccopieri_2019 G11,Marine,-22.17,-39.14,7hh1vk547,NA,NA,NA,0.0237,0.3488,0,0,0,0,0.029,0.1291,0.0143,0.0484,0,0.0154,0.3115,0.0525,0.0273,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002B.7hh1vk547.3
44,002C,Ceccopieri_2019 G12,Marine,-22.21,-38.6,7hh99su36,NA,NA,NA,0.02180218,0.482648265,0,0.02420242,0,0,0,0.127212721,0,0.04260426,0,0,0.256925693,0.03280328,0.01180118,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002C.7hh99su36.3
45,002D,Ceccopieri_2019 H01,Marine,-21.72,-40.53,7h5hmtyzy,NA,NA,NA,0.0320032,0.105810581,0.00260026,0.00820082,0.00050005,0.0030003,0.060706071,0.079807981,0.0430043,0.071807181,0.00610061,0.03070307,0.342634263,0.132613261,0.080508051,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002D.7h5hmtyzy.3
46,002E,Ceccopieri_2019 H02,Marine,-21.74,-40.29,7h5k74meq,NA,NA,NA,0.0322,0.1387,0.0017,0.0107,0.0005,0.0029,0.0552,0.0837,0.0363,0.0768,0.0058,0.03,0.3253,0.1236,0.0766,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002E.7h5k74meq.3
47,002F,Ceccopieri_2019 H03,Marine,-21.72,-40.19,7h5kmmyxc,NA,NA,NA,0.025505101,0.048709742,0.00140028,0.00310062,0.0005001,0.00180036,0.049209842,0.056111222,0.068713743,0.062612523,0.00940188,0.045709142,0.200440088,0.234246849,0.192538508,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,002F.7h5kmmyxc.3
48,0030,Ceccopieri_2019 H04,Marine,-21.72,-40.17,7h5kmvvpg,NA,NA,NA,0.02430243,0.04790479,0.00290029,0.00490049,0.00080008,0.00240024,0.04440444,0.04860486,0.084808481,0.069006901,0.01080108,0.054505451,0.177017702,0.224822482,0.202820282,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0030.7h5kmvvpg.3
49,0031,Ceccopieri_2019 H05,Marine,-21.71,-40.15,7h5kqrgdj,NA,NA,8.1,0.0459,0.0845,0.0037,0.0051,0.0013,0.0031,0.0577,0.065,0.0804,0.0652,0.0131,0.0505,0.1967,0.1875,0.1403,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0031.7h5kqrgdj.3
50,0032,Ceccopieri_2019 H06,Marine,-21.74,-40.09,7h5krdr77,NA,NA,8.1,0.047290542,0.087382523,0.0039992,0.01029794,0.00139972,0.00469906,0.053489302,0.063987203,0.066786643,0.110777844,0.009998,0.067286543,0.214857029,0.157768446,0.099980004,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0032.7h5krdr77.3
51,0033,Ceccopieri_2019 H07,Marine,-21.74,-40.04,7h5s2f7g2,NA,NA,NA,0.0354,0.0966,0.0032,0.0097,0.0011,0.005,0.0562,0.0779,0.044,0.0947,0.0064,0.0375,0.3167,0.1349,0.0807,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0033.7h5s2f7g2.3
52,0034,Ceccopieri_2019 H10,Marine,-21.62,-39.6,7h5v4bhnm,NA,NA,NA,0.0214,0.243,0,0.0197,0,0.0039,0.0357,0.1036,0.0169,0.0666,0,0.0175,0.3495,0.0786,0.0436,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0034.7h5v4bhnm.3
53,0035,Ceccopieri_2019 H11,Marine,-21.62,-39.05,7hhjp2hwm,NA,NA,NA,0.0174,0.3276,0,0.0253,0,0.006,0.0322,0.1147,0,0.0432,0.0033,0.014,0.3339,0.0536,0.0288,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0035.7hhjp2hwm.3
54,0036,Ceccopieri_2019 I04,Marine,-21.15,-40.27,7h5retu22,NA,NA,NA,0.03140314,0.062006201,0.00250025,0.0040004,0.00080008,0.00240024,0.058805881,0.069806981,0.059405941,0.067306731,0.00940094,0.04430443,0.232523252,0.197619762,0.157715772,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0036.7h5retu22.3
55,0037,Ceccopieri_2019 I06,Marine,-21.23,-40.25,7h5rhp4y7,NA,NA,NA,0.0412,0.0785,0.0035,0.0062,0.0007,0.0022,0.0673,0.0758,0.0453,0.0765,0.0067,0.0378,0.2858,0.1684,0.1041,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0037.7h5rhp4y7.3
56,0038,Ceccopieri_2019 I07,Marine,-21.19,-40.21,7h5rkyrzr,NA,NA,NA,0.0387,0.08,0.0037,0.0102,0.0021,0.0052,0.0522,0.0729,0.0439,0.0986,0.0077,0.042,0.2921,0.1547,0.096,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0038.7h5rkyrzr.3
57,0039,Ceccopieri_2019 I08,Marine,-21.19,-40.15,7h5rqq7xm,NA,NA,NA,0.02890289,0.090109011,0.00330033,0.00830083,0.00060006,0.00280028,0.055805581,0.075607561,0.03450345,0.080908091,0.00620062,0.0310031,0.361536154,0.140414041,0.080008001,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,0039.7h5rqq7xm.3
58,003A,Ceccopieri_2019 I09,Marine,-21.19,-40.05,7h5x2wkrr,NA,NA,NA,0.027,0.1358,0.0039,0.0134,0.0006,0.0021,0.0491,0.0772,0.1177,0,0.0075,0.0283,0.3485,0.1166,0.0723,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,003A.7h5x2wkrr.3
59,003B,Ceccopieri_2019 I10,Marine,-21.18,-39.66,7h5z9823x,NA,NA,NA,0.02,0.2525,0,0.0199,0,0.0041,0.0319,0.1009,0.0155,0.054,0,0.0163,0.3706,0.0738,0.0405,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,003B.7h5z9823x.3
60,003C,Ceccopieri_2019 I11,Marine,-21.19,-39.08,7hhpqwqz3,NA,NA,NA,0.016,0.2973,0,0,0,0,0.0556,0.1257,0,0.0474,0,0.0153,0.3545,0.0542,0.034,Ceccopieri et al. (2019),3,10.3389/feart.2019.00291,003C.7hhpqwqz3.3
61,003D,Chen_2021 TW-1,Soil,38.5252,69.21056667,twc5nvm9e,13.20000001,13.20000001,NA,0.090867613,0.258713654,0.006153072,0.024678382,0,0,0.040303048,0.287732872,0.024650665,0.076400645,0.002323925,0.00305415,0.105703424,0.072879578,0.006538972,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,003D.twc5nvm9e.4
62,003E,Chen_2021 TW-2,Soil,38.5287,69.27871667,twc70mzjz,12.88333322,14.07272715,8.23,0.080079769,0.25821094,0.002310863,0.01413855,0,0,0.035404391,0.30644603,0.021712281,0.078091443,0.000721776,0.001732656,0.13042512,0.067671909,0.003054273,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,003E.twc70mzjz.4
63,003F,Chen_2021 TW-3,Soil,38.55991667,69.34285,twc73gtgv,12.40833331,13.59090907,6.98,0.123834618,0.202736247,0.003099827,0.008668492,0,0,0.084114908,0.326487096,0.015675378,0.055501341,0,0,0.13903748,0.040783689,6.09231E-05,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,003F.twc73gtgv.4
64,0040,Chen_2021 TW-4,Soil,38.58073333,69.40103333,twc77r2m1,11.21666662,13.74999994,8.19,0.049409337,0.369062084,0.003771214,0.008568879,0,0,0.017691789,0.341908258,0.010951844,0.043614235,0.001000156,0.001190576,0.08877903,0.060664038,0.003388561,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0040.twc77r2m1.4
65,0041,Chen_2021 TW-5,Soil,38.5791,69.41345,twc77x17d,10.78333332,13.30999999,7.77,0.061330138,0.437332082,0.023496702,0.014598263,0,0,0.01848223,0.311275653,0.010771795,0.022483049,0,0,0.070017129,0.022468211,0.007744749,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0041.twc77x17d.4
66,0042,Chen_2021 TW-6,Soil,38.7302,70.36316667,twfh34sgu,10.2166668,14.56666684,7.2,0.130780855,0.175945653,0.00402335,0.016598739,0.000746477,0.000547171,0.118363249,0.213937565,0.021413779,0.0933112,0.000930405,0.00236,0.15525067,0.061010602,0.004780284,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0042.twfh34sgu.4
67,0043,Chen_2021 TW-7,Soil,38.6111,69.46596667,twc7ssztf,9.949999952,13.86666658,7.61,0.043368101,0.352430766,0.003882031,0.017779933,0,0,0.017747328,0.307583896,0.020059088,0.060237213,0.007849254,0.010333501,0.088552584,0.061505631,0.008670675,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0043.twc7ssztf.4
68,0044,Chen_2021 TW-8,Soil,38.73781667,70.60613333,twfhqsjb4,9.699999909,13.98888874,7.99,0.126339555,0.231489421,0.004219698,0.018619751,0,0,0.075241396,0.273215458,0.029653213,0.078928867,0.003876139,0.008659912,0.098031145,0.044089455,0.007635989,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0044.twfhqsjb4.4
69,0045,Chen_2021 TW-9,Soil,38.69215,69.6146,twcs05ey1,9.158333282,13.17777771,6.62,0.150363279,0.150654726,0.004083154,0.007572205,0,0,0.149969138,0.276760625,0.014504382,0.051635703,0.003734213,0.004672196,0.138892696,0.041296557,0.005861127,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0045.twcs05ey1.4
70,0046,Chen_2021 TW-10,Soil,38.73975,70.63338333,twfhrk3em,9.333333383,13.61111116,7.45,0.114510406,0.190473448,0.00347545,0.026420793,0,0.001086518,0.049369865,0.286034842,0.023131402,0.140225915,0.00140891,0.003753088,0.097449334,0.059473822,0.003186209,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0046.twfhrk3em.4
71,0047,Chen_2021 TW-11,Soil,38.6623,69.55365,twc7ywr2j,8.883333147,12.86666642,8.02,0.078643004,0.214699506,0.016548654,0.031828447,0.005932394,0.002619802,0.051730357,0.25828807,0.03842351,0.098868718,0.016995955,0.010052991,0.100100681,0.059521237,0.015746674,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0047.twc7ywr2j.4
72,0048,Chen_2021 TW-12,Soil,38.71045,70.6556,twfhpz1bd,8.666666647,12.93333332,7.76,0.079792438,0.374633492,0.004064931,0.013255358,0.00083148,0.001206693,0.035972469,0.265725159,0.024786488,0.078995587,0.000926996,0.001525586,0.090347102,0.025950561,0.001985659,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0048.twfhpz1bd.4
73,0049,Chen_2021 TW-13,Soil,38.69268333,70.69788333,twfk0gb9h,7.22499981,11.3111109,7.83,0.029868071,0.472688689,0.004157292,0.009332174,0,0,0.017677439,0.308974228,0.010733279,0.041276335,0.000792596,0.001395991,0.075434649,0.026631213,0.001038045,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,0049.twfk0gb9h.4
74,004A,Chen_2021 TW-14,Soil,38.69193333,70.71358333,twfk15shc,6.574999998,12.01250003,7.93,0.059782953,0.370363163,0.011370528,0.02799752,0,0,0.017917538,0.299131239,0.016396942,0.070482186,0.005785958,0.007194169,0.068019514,0.032948508,0.012609783,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,004A.twfk15shc.4
75,004B,Chen_2021 TW-15,Soil,38.68935,70.71788333,twfk15pjy,5.950000043,11.35000005,7.31,0.147934417,0.306179097,0.002557151,0.011550715,0.001016679,0.000990512,0.052631828,0.291973782,0.017373782,0.071840009,0.001286019,0.001884026,0.0679718,0.022868633,0.001941549,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,004B.twfk15pjy.4
76,004C,Chen_2021 TW-16,Soil,38.68055,70.7204,twfk13948,5.925000022,11.33750005,7.38,0.081420023,0.340455988,0.006156461,0.012461667,0,0,0.027773619,0.347162996,0.016698943,0.053960312,0.003479067,0.004841911,0.072612246,0.026592359,0.006384407,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,004C.twfk13948.4
77,004D,Chen_2021 TW-17,Soil,38.67905,70.73265,twfk193cy,5.474999891,10.87499985,8.35,0.077996139,0.141245483,0.006207613,0.02693431,0.003529528,0.002559279,0.046042275,0.378763428,0.051329142,0.113835949,0.002876095,0.002504826,0.104999752,0.037800109,0.00337607,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,004D.twfk193cy.4
78,004E,Chen_2021 TW-18,Soil,38.67103333,70.73703333,twf7cxv5h,4.958333301,11.85714286,7.69,0.079234476,0.262672792,0.004777921,0.016138188,0,0,0.044171124,0.299615795,0.033014156,0.095921803,0.006708107,0.006182885,0.093615494,0.051896307,0.006050953,Chen et al. (2021),4,10.1016/j.chemgeo.2020.119908,004E.twf7cxv5h.4
